""	"rules"	"support"	"confidence"	"lift"
"6"	"{GO:0003951} => {GO:0042736}"	0.00132362673726009	1	755.5
"7"	"{GO:0042736} => {GO:0003951}"	0.00132362673726009	1	755.5
"9"	"{GO:0004659} => {GO:0045547}"	0.00132362673726009	1	755.5
"10"	"{GO:0045547} => {GO:0004659}"	0.00132362673726009	1	755.5
"11"	"{GO:0071862} => {GO:0004865}"	0.00132362673726009	1	755.5
"12"	"{GO:0004865} => {GO:0071862}"	0.00132362673726009	1	755.5
"14"	"{GO:0004030} => {GO:0004029}"	0.00132362673726009	1	755.5
"15"	"{GO:0004029} => {GO:0004030}"	0.00132362673726009	1	755.5
"16"	"{GO:0047433} => {GO:0004737}"	0.00132362673726009	1	755.5
"17"	"{GO:0004737} => {GO:0047433}"	0.00132362673726009	1	755.5
"22"	"{GO:0004305} => {GO:0004103}"	0.00132362673726009	1	755.5
"23"	"{GO:0004103} => {GO:0004305}"	0.00132362673726009	1	755.5
"31"	"{GO:0004643} => {GO:0003937}"	0.00132362673726009	1	755.5
"32"	"{GO:0003937} => {GO:0004643}"	0.00132362673726009	1	755.5
"35"	"{GO:0016880} => {GO:0003987}"	0.00132362673726009	1	755.5
"36"	"{GO:0003987} => {GO:0016880}"	0.00132362673726009	1	755.5
"38"	"{GO:0016287} => {GO:0004366}"	0.00132362673726009	1	755.5
"39"	"{GO:0004366} => {GO:0016287}"	0.00132362673726009	1	755.5
"40"	"{GO:0004662} => {GO:0004661}"	0.00132362673726009	1	755.5
"41"	"{GO:0004661} => {GO:0004662}"	0.00132362673726009	1	755.5
"48"	"{GO:0008556} => {GO:0008554}"	0.00132362673726009	1	755.5
"49"	"{GO:0008554} => {GO:0008556}"	0.00132362673726009	1	755.5
"56"	"{GO:0030544} => {GO:0051879}"	0.00132362673726009	1	755.5
"57"	"{GO:0051879} => {GO:0030544}"	0.00132362673726009	1	755.5
"58"	"{GO:0004805} => {GO:0003825}"	0.00132362673726009	1	755.5
"59"	"{GO:0003825} => {GO:0004805}"	0.00132362673726009	1	755.5
"64"	"{GO:0004862} => {GO:0032794}"	0.00132362673726009	1	755.5
"65"	"{GO:0032794} => {GO:0004862}"	0.00132362673726009	1	755.5
"67"	"{GO:0004329} => {GO:0004477}"	0.00132362673726009	1	755.5
"68"	"{GO:0004477} => {GO:0004329}"	0.00132362673726009	1	755.5
"69"	"{GO:0004329} => {GO:0004488}"	0.00132362673726009	1	755.5
"70"	"{GO:0004488} => {GO:0004329}"	0.00132362673726009	1	755.5
"71"	"{GO:0015183} => {GO:0005313}"	0.00132362673726009	1	755.5
"72"	"{GO:0005313} => {GO:0015183}"	0.00132362673726009	1	755.5
"77"	"{GO:0004477} => {GO:0004488}"	0.00132362673726009	1	755.5
"78"	"{GO:0004488} => {GO:0004477}"	0.00132362673726009	1	755.5
"79"	"{GO:0015144} => {GO:0015151}"	0.00132362673726009	1	755.5
